	0.0000		-0.1118		
	1.0000		-0.1068		
	2.0000		-0.1046		
	3.0000		-0.1044		
	4.0000		-0.1008		
	5.0000		-0.0954		
	6.0000		-0.0905		
	7.0000		-0.0868		
	8.0000		-0.0848		
	9.0000		-0.0831		
	10.0000		-0.0800		
	11.0000		-0.0807		
	12.0000		-0.0791		
	13.0000		-0.0773		
	14.0000		-0.0789		
	15.0000		-0.0247		
	16.0000		-0.0262		
	17.0000		-0.0380		
	18.0000		-0.0521		
	19.0000		-0.0594		
	20.0000		-0.0638		
	21.0000		-0.0660		
	22.0000		-0.0668		
	23.0000		-0.0673		
	24.0000		-0.0668		
	25.0000		-0.0652		
	26.0000		-0.0660		
	27.0000		-0.0668		
	28.0000		-0.0714		
	29.0000		-0.0738		
	30.0000		-0.0741		
	31.0000		-0.0735		
	32.0000		-0.0754		
	33.0000		-0.0770		
	34.0000		-0.0769		
	35.0000		-0.0754		
	36.0000		-0.0771		
	37.0000		-0.0760		
	38.0000		-0.0741		
	39.0000		-0.0716		
	40.0000		-0.0708		
	41.0000		-0.0714		
	42.0000		-0.0718		
	43.0000		-0.0725		
	44.0000		-0.0747		
	45.0000		-0.0776		
	46.0000		-0.0788		
	47.0000		-0.0791		
	48.0000		-0.0810		
	49.0000		-0.0804		
	50.0000		-0.0793		
	51.0000		-0.0810		
	52.0000		-0.0788		
	53.0000		-0.0779		
	54.0000		-0.0804		
	55.0000		-0.0826		
	56.0000		-0.0826		
	57.0000		-0.0816		
	58.0000		-0.0832		
	59.0000		-0.0816		
	60.0000		-0.0784		
	61.0000		-0.0788		
	62.0000		-0.0775		
	63.0000		-0.0762		
	64.0000		-0.0732		
	65.0000		-0.0732		
	66.0000		-0.0722		
	67.0000		-0.0690		
	68.0000		-0.0670		
	69.0000		-0.0687		
	70.0000		-0.0728		
	71.0000		-0.0768		
	72.0000		-0.0762		
	73.0000		-0.0776		
	74.0000		-0.0808		
	75.0000		-0.0804		
	76.0000		-0.0779		
	77.0000		-0.0759		
	78.0000		-0.0718		
	79.0000		-0.0710		
	80.0000		-0.0686		
	81.0000		-0.0654		
	82.0000		-0.0652		
	83.0000		-0.0663		
	84.0000		-0.0702		
	85.0000		-0.0673		
	86.0000		-0.0666		
	87.0000		-0.0677		
	88.0000		-0.0704		
	89.0000		-0.0712		
	90.0000		-0.0710		
	91.0000		-0.0722		
	92.0000		-0.0720		
	93.0000		-0.0726		
	94.0000		-0.0723		
	95.0000		-0.0750		
	96.0000		-0.0743		
	97.0000		-0.0716		
	98.0000		-0.0693		
	99.0000		-0.0672		
	100.0000		-0.0694		
	101.0000		-0.0685		
	102.0000		-0.0729		
	103.0000		-0.0758		
	104.0000		-0.0741		
	105.0000		-0.0727		
	106.0000		-0.0746		
	107.0000		-0.0771		
	108.0000		-0.0773		
	109.0000		-0.0771		
	110.0000		-0.0766		
	111.0000		-0.0732		
	112.0000		-0.0720		
	113.0000		-0.0712		
	114.0000		-0.0716		
	115.0000		-0.0726		
	116.0000		-0.0726		
	117.0000		-0.0756		
	118.0000		-0.0794		
	119.0000		-0.0808		
	120.0000		-0.0810		
	121.0000		-0.0804		
	122.0000		-0.0814		
	123.0000		-0.0793		
	124.0000		-0.0770		
	125.0000		-0.0779		
	126.0000		-0.0800		
	127.0000		-0.0762		
	128.0000		-0.0760		
	129.0000		-0.0729		
	130.0000		-0.0723		
	131.0000		-0.0718		
	132.0000		-0.0749		
	133.0000		-0.0741		
	134.0000		-0.0753		
	135.0000		-0.0768		
	136.0000		-0.0762		
	137.0000		-0.0754		
	138.0000		-0.0760		
	139.0000		-0.0752		
	140.0000		-0.0723		
	141.0000		-0.0764		
	142.0000		-0.0764		
	143.0000		-0.0758		
	144.0000		-0.0784		
	145.0000		-0.0824		
	146.0000		-0.0832		
	147.0000		-0.0835		
	148.0000		-0.0804		
	149.0000		-0.0806		
	150.0000		-0.0776		
	151.0000		-0.0773		
	152.0000		-0.0795		
	153.0000		-0.0806		
	154.0000		-0.0806		
	155.0000		-0.0788		
	156.0000		-0.0773		
	157.0000		-0.0738		
	158.0000		-0.0742		
	159.0000		-0.0758		
	160.0000		-0.0766		
	161.0000		-0.0760		
	162.0000		-0.0752		
	163.0000		-0.0733		
	164.0000		-0.0729		
	165.0000		-0.0727		
	166.0000		-0.0758		
	167.0000		-0.0729		
	168.0000		-0.0732		
	169.0000		-0.0754		
	170.0000		-0.0717		
	171.0000		-0.0696		
	172.0000		-0.0727		
	173.0000		-0.0726		
	174.0000		-0.0756		
	175.0000		-0.0726		
	176.0000		-0.0732		
	177.0000		-0.0717		
	178.0000		-0.0720		
	179.0000		-0.0759		
	180.0000		-0.0785		
	181.0000		-0.0804		
	182.0000		-0.0801		
	183.0000		-0.0777		
	184.0000		-0.0808		
	185.0000		-0.0790		
	186.0000		-0.0788		
	187.0000		-0.0752		
