	0.0000		0.0913		
	1.0000		0.0924		
	2.0000		0.0947		
	3.0000		0.0923		
	4.0000		0.0920		
	5.0000		0.0929		
	6.0000		0.0916		
	7.0000		0.0910		
	8.0000		0.0927		
	9.0000		0.0904		
	10.0000		0.0902		
	11.0000		0.0906		
	12.0000		0.0876		
	13.0000		0.0882		
	14.0000		0.0897		
	15.0000		0.0900		
	16.0000		0.0902		
	17.0000		0.0902		
	18.0000		0.0904		
	19.0000		0.0897		
	20.0000		0.0879		
	21.0000		0.0866		
	22.0000		0.0864		
	23.0000		0.0852		
	24.0000		0.0848		
	25.0000		0.0838		
	26.0000		0.0842		
	27.0000		0.0862		
	28.0000		0.0846		
	29.0000		0.0850		
	30.0000		0.0860		
	31.0000		0.0864		
	32.0000		0.0868		
	33.0000		0.0862		
	34.0000		0.0858		
	35.0000		0.0868		
	36.0000		0.0879		
	37.0000		0.0912		
	38.0000		0.0903		
	39.0000		0.0906		
	40.0000		0.0906		
	41.0000		0.0906		
	42.0000		0.0879		
	43.0000		0.0876		
	44.0000		0.0900		
	45.0000		0.0891		
	46.0000		0.0927		
	47.0000		0.0956		
	48.0000		0.0944		
	49.0000		0.0950		
	50.0000		0.0954		
	51.0000		0.0956		
	52.0000		0.0949		
	53.0000		0.0947		
	54.0000		0.0924		
	55.0000		0.0899		
	56.0000		0.0870		
	57.0000		0.0906		
	58.0000		0.0916		
	59.0000		0.0885		
	60.0000		0.0894		
	61.0000		0.0891		
	62.0000		0.0902		
	63.0000		0.0864		
	64.0000		0.0864		
	65.0000		0.0866		
	66.0000		0.0854		
	67.0000		0.0869		
	68.0000		0.0866		
	69.0000		0.0856		
	70.0000		0.0870		
	71.0000		0.0870		
	72.0000		0.0873		
	73.0000		0.0862		
	74.0000		0.0850		
	75.0000		0.0864		
	76.0000		0.0876		
	77.0000		0.0880		
	78.0000		0.0882		
	79.0000		0.0897		
	80.0000		0.0890		
	81.0000		0.0922		
	82.0000		0.0929		
	83.0000		0.0938		
	84.0000		0.0944		
	85.0000		0.0950		
	86.0000		0.0929		
	87.0000		0.0923		
	88.0000		0.0943		
	89.0000		0.0938		
	90.0000		0.0906		
	91.0000		0.0876		
	92.0000		0.0894		
	93.0000		0.0908		
	94.0000		0.0902		
	95.0000		0.0914		
	96.0000		0.0929		
	97.0000		0.0944		
	98.0000		0.0944		
	99.0000		0.0938		
	100.0000		0.0947		
	101.0000		0.0947		
	102.0000		0.0947		
	103.0000		0.0964		
	104.0000		0.0958		
	105.0000		0.0938		
	106.0000		0.0921		
	107.0000		0.0920		
	108.0000		0.0906		
	109.0000		0.0885		
	110.0000		0.0873		
	111.0000		0.0870		
	112.0000		0.0897		
	113.0000		0.0873		
	114.0000		0.0866		
	115.0000		0.0852		
	116.0000		0.0858		
	117.0000		0.0868		
	118.0000		0.0838		
	119.0000		0.0852		
	120.0000		0.0866		
	121.0000		0.0868		
	122.0000		0.0882		
	123.0000		0.0866		
	124.0000		0.0864		
	125.0000		0.0862		
	126.0000		0.0854		
	127.0000		0.0870		
	128.0000		0.0873		
	129.0000		0.0870		
	130.0000		0.0870		
	131.0000		0.0870		
	132.0000		0.0876		
	133.0000		0.0871		
	134.0000		0.0867		
	135.0000		0.0879		
	136.0000		0.0879		
	137.0000		0.0906		
	138.0000		0.0891		
	139.0000		0.0870		
	140.0000		0.0882		
	141.0000		0.0916		
	142.0000		0.0912		
	143.0000		0.0891		
	144.0000		0.0863		
	145.0000		0.0876		
	146.0000		0.0870		
	147.0000		0.0868		
	148.0000		0.0862		
	149.0000		0.0870		
	150.0000		0.0864		
	151.0000		0.0891		
	152.0000		0.0879		
	153.0000		0.0858		
	154.0000		0.0870		
	155.0000		0.0882		
	156.0000		0.0879		
	157.0000		0.0860		
	158.0000		0.0866		
	159.0000		0.0871		
	160.0000		0.0876		
	161.0000		0.0900		
	162.0000		0.0897		
	163.0000		0.0879		
	164.0000		0.0862		
	165.0000		0.0891		
	166.0000		0.0905		
	167.0000		0.0900		
